Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
9/19/2017,480.64,550.41,450.05,527.88,"802,321,000","7,975,010,000",BCH,-0.001106677
9/18/2017,422.09,479.69,422.09,479.32,"458,550,000","7,001,640,000",BCH,0.005336035
9/17/2017,438.9,438.9,384.06,419.86,"221,828,000","7,279,520,000",BCH,-0.057668595
9/16/2017,424.49,450.98,388.2,440.22,"313,583,000","7,039,590,000",BCH,-0.032731377
9/15/2017,369.49,448.39,301.69,424.02,"707,231,000","6,126,800,000",BCH,0.189792663
9/14/2017,504.22,510.47,367.04,367.04,"257,431,000","8,359,650,000",BCH,-0.095868418
9/13/2017,509.47,519.2,471.22,503.61,"340,344,000","8,445,540,000",BCH,-0.119873726
9/12/2017,539.03,559.22,505.01,510.41,"273,825,000","8,934,220,000",BCH,0.075120585
9/11/2017,537.19,556.25,515.67,537.81,"274,712,000","8,902,570,000",BCH,0.42871827
9/10/2017,546.48,546.75,484.09,537.07,"289,508,000","9,055,430,000",BCH,0.039966067
9/9/2017,584.73,586.18,539.15,547.47,"234,578,000","9,688,150,000",BCH,-0.077711912
9/8/2017,654.37,687.3,557.5,583.1,"809,763,000","10,840,500,000",BCH,-0.356535424
9/7/2017,636.85,707.98,603.5,652.86,"1,082,380,000","10,548,500,000",BCH,-0.188276216
9/6/2017,541.28,642.69,539.96,638.18,"693,240,000","8,964,700,000",BCH,0.183796224
9/5/2017,514.9,550.95,458.78,541.71,"338,978,000","8,527,100,000",BCH,0.289918534
9/4/2017,608.26,608.26,500.75,517.24,"328,957,000","10,072,200,000",BCH,-0.149844093
9/3/2017,578.27,617.41,563.59,607.43,"344,862,000","9,574,520,000",BCH,-0.102508179
9/2/2017,621.96,642.05,560.58,575.9,"350,478,000","10,297,000,000",BCH,-0.062816641
9/1/2017,588.4,645.52,586.73,622.17,"393,839,000","9,740,460,000",BCH,0.050174576
8/31/2017,576.25,603.69,572.14,588.17,"298,144,000","9,538,750,000",BCH,-0.075809158
8/30/2017,549.32,604.69,535.92,575.21,"443,856,000","9,092,300,000",BCH,-0.101355999
8/29/2017,596.13,599.3,528.32,552.93,"370,017,000","9,866,110,000",BCH,-0.078055965
8/28/2017,619.7,626.88,595.52,596.18,"216,273,000","10,254,800,000",BCH,0.068156479
8/27/2017,625.89,654.87,589.63,620.9,"402,718,000","10,357,000,000",BCH,-0.256939323
8/26/2017,641.88,646.93,622.36,625.32,"193,414,000","10,616,100,000",,
8/25/2017,627.06,665.41,624.3,641.05,"348,632,000","10,365,600,000",,
8/24/2017,670.03,697.32,617.31,628.11,"407,177,000","11,071,100,000",,
