Date,Open,High,Low,Close,Volume,Market.Cap,Coin,Delta
11/21/2017,500.24,519.42,454.48,494.21,"245,163,000","3,852,180,000",DASH,-0.007939659
11/20/2017,442.03,502.53,438.42,486.54,"104,701,000","3,403,030,000",DASH,-0.023427907
11/19/2017,455.36,455.66,431.79,442.31,"82,954,600","3,504,790,000",DASH,-0.02365856
11/18/2017,424.35,483.1,423.25,454.74,"145,255,000","3,265,280,000",DASH,0.02082326
11/17/2017,420.59,436.02,412.45,424.98,"95,099,300","3,235,510,000",DASH,0.061527412
11/16/2017,424.51,427.85,412.84,418.18,"97,321,300","3,264,810,000",DASH,-0.020830538
11/15/2017,428.08,444.38,418.47,424.41,"103,157,000","3,291,450,000",DASH,0.023986823
11/14/2017,428.31,447.92,408.95,427.54,"123,854,000","3,292,370,000",DASH,0.027226239
11/13/2017,507.05,530.94,403.5,427.37,"310,886,000","3,896,620,000",DASH,-0.05348682
11/12/2017,345.68,536.12,327.8,536.12,"476,198,000","2,655,840,000",DASH,-0.025044319
11/11/2017,331.43,349.08,321.04,346.06,"88,651,000","2,545,670,000",DASH,0.009592248
11/10/2017,325.27,353.36,308.46,329.57,"116,352,000","2,497,710,000",DASH,0.005339885
11/9/2017,315.48,337.23,311.82,326.01,"110,840,000","2,421,910,000",DASH,3.27E-05
11/8/2017,293.04,316.63,289.09,316.33,"103,556,000","2,249,050,000",DASH,0.029385994
11/7/2017,274.87,304.55,274.87,293.38,"92,431,200","2,109,120,000",DASH,-0.039927405
11/6/2017,273.47,280.44,268.46,275.68,"60,053,700","2,097,820,000",DASH,-0.022978319
11/5/2017,274.33,277,270.29,273.17,"41,028,900","2,103,900,000",DASH,-0.03407353
11/4/2017,278.58,280.96,271.31,274.68,"49,462,600","2,135,920,000",DASH,-0.000610986
11/3/2017,263.89,281.39,262.98,278.59,"62,984,900","2,021,200,000",DASH,-0.030272542
11/2/2017,271.79,272.78,251.56,265.31,"72,437,900","2,081,130,000",DASH,-0.022314073
11/1/2017,278.5,279.67,270.77,271.56,"50,960,300","2,131,960,000",DASH,0.022852756
10/31/2017,285.39,286.21,278.73,279.15,"50,260,500","2,184,110,000",DASH,-0.017329315
10/30/2017,283.65,287.69,282.32,285.94,"40,805,700","2,170,290,000",DASH,0.043734688
10/29/2017,275.25,288.6,275.25,283.93,"75,483,100","2,105,420,000",DASH,-0.052939498
10/28/2017,281.42,287.92,272.36,275.69,"47,092,100","2,152,090,000",DASH,0.011621871
10/27/2017,286.14,289.13,279.33,280.48,"38,421,900","2,187,650,000",DASH,0.046721633
10/26/2017,289.03,292.41,282.78,286.13,"49,309,000","2,209,130,000",DASH,-0.036097077
10/25/2017,294.47,298.78,283.92,289.14,"43,986,700","2,250,180,000",DASH,0.05760084
